Sentence,Sentiment
"No terceiro trimestre do ano fiscal de 2008, antes, subiu para uma perda líquida de 400.000 euros versus um lucro líquido de 200.000 euros pelo período correspondente do ano fiscal de 2007.",neutral
"A perda operacional do grupo foi de 0,8 milhão de euros, abaixo do lucro de 2,5 milhões de euros em 2004.",neutral
A medida foi desencadeada pela fraca demanda por equipamentos florestais e pela situação incerta do mercado.,negative
"A empresa combinada teve vendas líquidas pró-forma de 140 mln euro $ 188,9 mln e um lucro operacional de 13 mln euro $ 17,5 mln para 2006.",neutral
O diretor -gerente Kari Inkinen diz que as operações de leasing de Sponda se desenvolveram altamente favoravelmente.,positive
"17 de março de 2011 - O Goldman Sachs estima que existem perspectivas negativas para as operações móveis norueguesas da Telenor da Noruega ASA OSL: Tel e a Suécia, TeliaSonera AB Sto: TLSN no curto prazo.",negative
"$ Tsla cozinhando novamente, esse estoque é implacável no momento",positive
A Marathon estima o valor de sua participação restante na Protalix em US $ 27 milhões.,neutral
Whitbread Ações Preços subidas no crescimento de vendas no quarto trimestre,positive
A Incap Contract Manufacturing é uma subsidiária da Incap Corporation da Finlândia.,neutral
"O lucro operacional totalizou 37,7 milhões de euros, um pouco de 37,2 mN em euros no período correspondente em 2006.",positive
"Fomos ao mercado com orientação de rendimento da área de 7,25 %, o que nos deu a flexibilidade de subir ou descer em 1 a 8º.",neutral
"RT @stockdemons pensam que o curto aqui pode ser jogado, $ spy - reversão beta alta ... parece que vale a pena um tiro",negative
"O VDW combinado com dispositivos LXE aprimora a produtividade, permitindo que os trabalhadores usem um único dispositivo para executar funções de voz, varredura e teclado.",positive
"Assim, o método reduzirá os custos de trabalho e prenderá os processos de planejamento e construção.",positive
As vendas líquidas do Talentum em setembro foram menores do que o esperado.,negative
Copyright AFX News e Afx Financial News Logo são marcas registradas da AFX News Limited,neutral
$ Lnkd diariamente Fase 2 Reteste - Preço experimentando rejeição precoce.Pode testar novamente?http://stks.co/t04xx,negative
RBS supostamente nomeará Howard Davies como seu próximo presidente,neutral
"As vendas da Tesco, Asda caem quando março dos Discounters continua-kantar",negative
"`` Com esta nova versão, é muito importante para nós introduzir um processo BIM baseado no modelo detalhado de informações de construção.",neutral
SAMPO PLC JARMO Salonen Chefe de Relações com Investidores e Comunicações de Grupo Tel.+358 10 516 0030 Distribuição: NASDAQ OMX HELSINKI A PRINCIPAL AUTORIDADE DE SUPERVISÃO FINANCEIRA DE MÍDIA www.sampo.com Este anúncio é distribuído pela Thomson Reuters em nome dos clientes da Thomson Reuters.,neutral
.@Barronsonline vê #Apple a US $ 150/ação em um ano (+36% a partir de hoje) nos negócios de serviços em crescimento.$ Aapl https://t.co/3bdnekn7l1,positive
Mercado farmacêutico na Polônia Global Research & Data Services publicou recentemente uma análise de mercado sobre os mercados farmacêuticos na Polônia.,neutral
"No total, a Finnair cancelou mais de 500 vôos por causa da greve.",negative
"O empregador, juntamente com o pessoal de saúde, apóia a desistência e paga parte do custo dos tratamentos de nicotina.",neutral
A perda antes dos impostos totalizou 117mn de euros em comparação com uma perda de 65 milhões de euros no período correspondente.,neutral
O pedido inclui 48 guindastes de navios que serão entregues para 12 alimentadores de contêineres a serem construídos no estaleiro Wenchong na China.,neutral
"Cobre, chumbo e níquel também caíram ... os HBOs (HBOs) despencaram 20 % para 70,3 Pence depois de dizer este ano+Ó ??",neutral
$ Goog testando os 200 dias após alguma consolidação http://stks.co/h0cpj,positive
"Ele se junta a Technopolis de Kone, onde ocupou vários cargos dentro do grupo, mais recentemente como diretor de negócios e desenvolvimento de negócios das operações do Oriente Médio de Kone.",neutral
"Conseguimos aumentar nossa participação de mercado do apartamento vendido '', comenta o Sr. Kari Kauniskangas, chefe dos Serviços Internacionais de Construção da YIT.",positive
"A lucratividade ( % de EBIT) foi de 13,9 %, em comparação com 13,1 % no período do ano anterior.",positive
As vendas líquidas da Finlândia GeoSentric diminuíram para 939.000 euros em janeiro a março de 2009.,neutral
"A fábrica está programada para conclusão no final de fevereiro de 2007, com algumas áreas em janeiro de dois outros fornecedores da Nokia - aspocomp Group Oyj e Perlos - anunciaram seus planos de estabelecer plantas dentro do complexo Nokia juntos, eles investirão Rs 365 crore.",neutral
"-UPM-Kymmene atualizado para ""em linha"" de ""Underperform"", da Goldman Sachs.",positive
A queda no Weir leva a FTSE do recorde alto,negative
6 de janeiro-A Ford está lutando diante da desaceleração das vendas de caminhões e SUV e um excesso de carros atualizados e atualizados.,neutral
"Royal Mail 'violou a lei da concorrência' sobre mudanças no serviço de entrega, reivindicações da Ofcom",negative
"A cooperação envolverá parceiros de arena que compram uma participação de 35 % da nova empresa de joint venture, operando em empresas de vendas de imóveis, veículos e publicidade de consumidores da Alma Media.",neutral
"A planta antes de Saarijarvi, no centro da Finlândia, é um dos maiores empregadores da região.",neutral
"No entanto, os aluguéis de curto prazo estão se tornando mais populares.",neutral
"O vice -presidente da EMSA, Juri Lember, disse ao BNS na quarta -feira que foi a primeira vez que ouviu falar da greve, já que o lado sueco ainda não havia informado a União da Estônia.",neutral
"Tesco se fecha no novo presidente do John Allan, do Dixons Carphone, no quadro",positive
"O dispositivo oferece desempenho multimídia, juntamente com uma série de aplicações de produtividade, incluindo preços de ações ao vivo.",neutral
"As vendas subiram 19.2 PCT para 1,002 BLN EUR, superando o número de consenso de 953 mln Eur.",positive
$ Fb recorda no início das negociações .... https://t.co/reuf5pzhbm,negative
"A capital de Utah queria ser a próxima sede dos EUA da Amer Sports Corp., uma empresa de equipamento de esqui.",neutral
"Vendas mútuas antigas no primeiro trimestre, 18% impulsionadas por mercados emergentes",positive
O dividendo é pago em 1 de fevereiro de 2010 aos acionistas registrados em 19 de janeiro de 2010.,neutral
"As vendas na Finlândia diminuíram 10,5 % em janeiro, enquanto as vendas fora da Finlândia caíram 17 %.",negative
"Além disso, a Bunge também assinará um contrato de licenciamento para as marcas Sunnuntai e Carlshamn Mejeri.",positive
"A Release da Bolsa de Valores da Kesko Corporation 28.02.2008 às 09.30 1 (1) Kesko Corporation e ASPO Plc assinaram hoje um acordo pelo qual a ASPO adquire o capital social da Kauko-Telko Ltd, uma subsidiária totalmente de propriedade da Kesko.",positive
$ LULU #OUTLOOK #Q1 2013 #LOST RECEITA na faixa de US $ 12 milhões a US $ 17 milhões -não é bom,negative
O provedor de comunicação móvel e o provedor de banda larga sem fio Nokia Inc NYSE: Nok Today estabeleceu novas metas e previsões financeiras para a Nokia e a indústria de dispositivos móveis e também para redes Nokia Siemens e o mercado de serviços móveis e fixo e serviços relacionados.,neutral
"Informações adicionais de Poyry Plc por: Heikki Malinen, presidente e CEO, Poyry Plc Tel.+358 10 33 21307 Poyry é um especialista global em consultoria e engenharia.",neutral
A empresa dinamarquesa Flsmidth reconheceu que violou uma patente mantida pela Finland Metso.,neutral
A Amanda Capital tem investimentos em 22 fundos de private equity e em mais de 200 empresas não cotadas principalmente na Europa.,neutral
"A receita de juros líquidos foi de 39,3 milhões de euros, contra 32,7 mn.",positive
"Jeder beta-tester erh+ñlt kostenlos sechs monate lang atualiza und hat hat laut eigener aussage die m+ntglichkeit, die finale versão zu beeinflussen.",neutral
"O JP Morgan espera que o Scala diminua a previsão de crescimento do Nobel Biocare para 2007 a partir da orientação atual de 23-25 ​​PCT, bem como do alvo de margem operacional do atual 34-35 PCT.",neutral
Aviva promete dividendos mais altos para aumentar o preço das ações da sinalização,positive
"Além disso, os médios estão sempre online e ativam a navegação completa na Internet.",neutral
"Fiskars tem um forte portfólio de marcas internacionais, que incluem Fiskars, Iittala, Gerber, Silva e Buster.",positive
#Tesla: Modelo X Recall adiciona aos problemas de confiabilidade $ tsla https://t.co/jvxq4doxnp,negative
O nome do comprador não foi divulgado.,neutral
"As vendas líquidas do negócio de petróleo vegetal subiram para 10,6 milhões de euros, de 10,1 milhões de euros.",positive
"Sob o próximo intervalo de dispositivos de navegação GPS integrado e dispositivos de telefonia móvel do BENEFON, usarão a tecnologia de rastreamento e localização baseada em Web desenvolvida em conjunto, em aplicativos de consumidores e comerciais.",neutral
"Após esse aumento, o capital social registrado de Huhtamaki é de 360,62 me de euros e o número de ações em circulação é de 106.063.320.",neutral
"Espera-se que o programa de três anos garanta a futura competitividade de Salomon, disse a empresa.",positive
"No outono, planeja expandir o serviço para São Petersburgo e Moscou e lançar o serviço de Yekaterinburg, Rússia, voando para lá três vezes por semana.",positive
"O lucro da empresa totalizou LS 578.100 em H1 2007, queda de 30,9 % ano a ano.",negative
O Secretário Federal de Transporte e Comunicação do México concedeu à Poyry e seu parceiro mexicano Sintra um contrato de consultoria em conexão com a ferrovia suburbana Buenavista-Cuautitlan.,positive
A FDA aprova o medicamento AstraZeneca para câncer de pulmão avançado,positive
O pedido está incluído no backlog do pedido do quarto trimestre de 2007 da Metso.,neutral
Lieksaare OY foi considerado anteriormente sob o controle de SaareLainen OY e os acionistas individuais de acordo com o contrato dos acionistas.,neutral
"Ragutis, controlado pela cervejaria finlandesa, registrou um aumento de 5,4 % nas vendas de cerveja para 10,44 milhões de litros e realizou uma participação de mercado de 11,09 %.",positive
$ MCP rolando para um novo baixo intradiário.Os seleiros inferiores continuam sendo destruídos,negative
A empresa possui um faturamento anual de EUR32 .8 m.,neutral
Possui 80 filiais na Finlândia com receita anual na Finlândia?,neutral
"O portfólio é composto por 118.000 m2 de espaço locável com uma taxa de vacância de aproximadamente 5 %, que até 140 inquilinos dos quais dois dos maiores são o governo sueco e o Ericsson.",neutral
"O WPP aumenta as vendas, apesar dos clientes cautelosos",positive
As metas operacionais de médio prazo da empresa permanecem inalteradas.,neutral
"ADP News - 13 de fevereiro de 2009 - O varejista finlandês Kesko Oyj Hel: Kesbv disse hoje que suas vendas totais, excluindo o IVA de imposto de valor agregado, ficou em 661,3 milhões de euros em janeiro de 2009, queda de 15,2 % no ano anterior",negative
`` Os consumidores receberam muito bem nossa carne fresca embalada.,positive
O capítulo corrigido está na sua totalidade abaixo.,neutral
"A maior parte das entregas inclui diferentes soluções e produtos de amplificador CXE e CXE da Dinh Telecom, uma empresa adquirida pela Teleste na primavera passada.",neutral
"O próprio Tietoenator usa os recursos de e -mail, calendário e gerenciamento de dispositivos Intellisync Mobile Suite da Nokia, e a empresa agora estenderá esses serviços a seus clientes.",positive
Ele fornecerá aquecimento na forma de água quente para as necessidades da serraria.,neutral
"No entanto, as vendas líquidas caíram para 803,6 milhões de euros, de 1,2 bilhão de euros.",negative
"No segundo trimestre de 2010, a perda líquida de Raute diminuiu para 123.000 euros, ante 1,5 milhão de euros no mesmo período de 2009.",positive
"$ DGI Alertas técnicos: Ilha de Gilligan Configuração de compra, sinal de compra estocástica, lagarto, hammer Candlestick, wid ... http://stks.co/c29nu",positive
